10/03/2022	Framing Agnes	PN2825	75	01:15:00	INSIG	21:30:00	RIO	2
10/04/2022	Rodeo	PN2937	105	01:45:00	ALTER	18:15:00	RIO	2
10/04/2022	Brother	PN2973	119	02:00:00	SHOWC	21:15:00	RIO	2
10/05/2022	Golden Delicious	PN2984	120	02:00:00	NORTHL	18:15:00	RIO	2
10/05/2022	Sick of Myself	PN2909	97	01:37:00	ALTER	21:30:00	RIO	2
10/06/2022	Leonor Will Never Die	PN2830	99	01:39:00	ALTER	18:30:00	RIO	2
10/06/2022	Rodeo	PN2937	105	01:45:00	ALTER	21:00:00	RIO	2
10/07/2022	Until Branches Bend	PN2854	98	1:38	NORTHL	18:00:00	RIO	2
10/07/2022	BLAZE	PN2997	101	01:41:00	ALTER	21:00:00	RIO	2
10/08/2022	Piaffe	PN2918	86	01:26:00	PANOR	13:30:00	RIO	2
10/08/2022	Nightsiren	PN2962	109	01:49:00	VANGU	16:00:00	RIO	2
10/08/2022	Smoking Causes Coughing	PN2935	80	01:20:00	ALTER	18:45:00	RIO	2
10/08/2022	Huesera	PN2924	103	01:43:00	ALTER	21:00:00	RIO	2
10/09/2022	Golden Delicious	PN2984	120	02:00:00	NORTHL	12:15:00	RIO	2
10/09/2022		PN2997	101	01:41:00	ALTER	15:45:00	RIO	2
10/09/2022	There There	PN2957	93	01:33:00	PANOR	18:30:00	RIO	2
10/09/2022		PN2940	120	02:00:00	SPRES	21:00:00	RIO	2
09/29/2022	The Novelist's Film	PN2905	92	1:32	PANOR	18:30:00	SFU	2
09/29/2022	Karaoke	PN2898	103	1:43	PANOR	21:00:00	SFU	2
09/30/2022	Unarchived	PN2914	84	01:24:00	INSIG	18:15:00	SFU	2
09/30/2022	Nostalgia	PN2951	118	01:58:00	SHOWC	21:15:00	SFU	2
10/01/2022	Peter von Kant	PN2863	84	01:24:00	SHOWC	12:45:00	SFU	2
10/01/2022	Rabiye Kurnaz vs. George W. Bush	PN2831	119	01:59:00	SHOWC	15:15:00	SFU	2
10/01/2022	Framing Agnes	PN2825	75	01:15:00	INSIG	18:15:00	SFU	2
10/01/2022	Ever Deadly	PN2904	90	01:30:00	PORTR	21:00:00	SFU	2
10/02/2022	Close	PN2938	105	01:45:00	SHOWC	13:00:00	SFU	2
10/02/2022	Good Night Oppy	PN2972	105	01:45:00	INSIG	15:45:00	SFU	2
10/02/2022	Retrograde	PN2961	93	01:33:00	INSIG	18:30:00	SFU	2
10/02/2022	Rebellion	PN2850	82	01:22:00	INSIG	21:00:00	SFU	2
10/05/2022	Hopper - An American Love Story	PN2946	90	01:30:00	PORTR	18:00:00	SFU	2
10/05/2022	All That Breathes	PN2990	94	01:34:00	INSIG	21:00:00	SFU	2
10/06/2022	Dancing Pina	PN2853	111	01:51:00	PORTR	18:15:00	SFU	2
10/06/2022	R.M.N.	PN2986	125	02:05:00	SHOWC	21:00:00	SFU	2
10/07/2022	Alcarràs	PN2910	120	02:00:00	SHOWC	18:15:00	SFU	2
10/07/2022	Boy From Heaven	PN2912	125	02:05:00	SHOWC	21:15:00	SFU	2
10/08/2022	Good Night Oppy	PN2972	105	01:45:00	INSIG	13:00:00	SFU	2
10/08/2022	Before, Now & Then	PN2832	103	01:43:00	SHOWC	15:45:00	SFU	2
10/08/2022	1341 Frames of Love and War	PN2835	90	01:30:00	INSIG	18:30:00	SFU	2
10/08/2022	Nanny	PN2933	99	01:39:00	PANOR	21:00:00	SFU	2
10/09/2022	Ever Deadly	PN2904	90	01:30:00	PORTR	12:15:00	SFU	2
10/09/2022	When Time Got Louder	PN2968	114	01:54:00	NORTHL	14:45:00	SFU	2
10/09/2022	Emily	PN2971	130	02:10:00	SHOWC	18:15:00	SFU	2
10/09/2022	Holy Spider	PN2919	117	01:57:00	SHOWC	21:30:00	SFU	2
10/04/2022	Nosferatu	PN2995	120	02:00:00	VFLIVE	19:30:00	STAND	2
09/30/2022	MODES 1	PN2901	79	01:19:00	MODES	18:30:00	STU	2
10/01/2022	MODES 2	PN2902	78	01:18:00	MODES	18:30:00	STU	2
10/02/2022	MODES 3	PN2859	67	01:07:00	MODES	18:30:00	STU	2
10/03/2022	MODES 1	PN2901	79	01:19:00	MODES	18:30:00	STU	2
10/04/2022	MODES 2	PN2902	78	01:18:00	MODES	18:30:00	STU	2
10/05/2022	MODES 3	PN2859	67	01:07:00	MODES	18:30:00	STU	2
10/07/2022	MODES 1	PN2901	79	01:19:00	MODES	18:30:00	STU	2
10/08/2022	Labs - Screening: I Didn't See You There	PN3019	75	01:15:00	LABS	13:00:00	STU	2
10/08/2022	Labs - Seeing and Being Seen	PN3004	120	02:00:00	LABS	14:30:00	STU	2
10/08/2022	MODES 2	PN2902	78	01:18:00	MODES	18:30:00	STU	2
10/09/2022	MODES 3	PN2859	67	01:07:00	MODES	18:30:00	STU	2
09/29/2022	Day After...	PN2824	115	01:55:00	SPECT	15:45:00	VCT	2
09/29/2022	Moja Vesna	PN2915	77	01:17:00	VANGU	18:30:00	VCT	2
09/29/2022	Rabiye Kurnaz vs. George W. Bush	PN2831	119	1:59	SHOWC	20:30:00	VCT	2
09/30/2022	Goya, Carrière and the Ghost of Buñuel	PN2881	90	01:30:00	PORTR	13:15:00	VCT	2
09/30/2022	Cesária Évora	PN2838	94	1:34	PORTR	15:30:00	VCT	2
09/30/2022	Back Home	PN2911	90	1:30	NORTHL	18:00:00	VCT	2
09/30/2022	Anyox	PN2826	87	01:27:00	NORTHL	20:45:00	VCT	2
